url,method,body,Host,Proxy-Connection,Upgrade-Insecure-Requests,User-Agent,Accept,Sec-GPC,Accept-Language,Accept-Encoding,Referer,Content-Length,Cache-Control,Origin,Content-Type,Cookie,content-type,X-Requested-With,Pragma,Authorization,Purpose
http://testphp.vulnweb.com/showimage.php?file=./pictures/3.jpg,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/5.jpg,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/7.jpg,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/cart.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/cart.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/index.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/privacy.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/index.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/login.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/login.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/signup.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/secured/newuser.php,POST,uuname=testing&upass=testing&upass2=testing&urname=testing&ucc=1243435436654456&uemail=testing%40gmail.com&uphone=091030317123&uaddress=New+Jersey&signup=signup,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/signup.php,160,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/secured/style.css,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/css,*/*;q=0.1",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/secured/newuser.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/login.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/secured/newuser.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,POST,uname=testing&pass=testing,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,26,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/login.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,,max-age=0,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/categories.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/categories.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/categories.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/categories.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/disclaimer.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/cart.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/disclaimer.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/cart.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=hey&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,37,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdf&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,38,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdfs&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,39,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdfsdf&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,41,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdfsd&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,40,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdfdsf&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,41,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=fsdff&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,39,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/index.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/showxml.php,POST,"<xml><node name=""nodename1"">nodetext1</node><node name=""nodename2"">nodetext2</node></xml>",testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,89,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,text/xml,,,,
http://testphp.vulnweb.com/AJAX/categories.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=1,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=2,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=3,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=4,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/titles.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infotitle.php,POST,id=1,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,4,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,application/x-www-form-urlencoded,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/1.jpg,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infotitle.php,POST,id=6,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,4,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,application/x-www-form-urlencoded,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/6.jpg,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infotitle.php,POST,id=7,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,4,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,application/x-www-form-urlencoded,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/7.jpg,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infotitle.php,POST,id=2,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,4,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,application/x-www-form-urlencoded,,,,
http://testphp.vulnweb.com/AJAX/infotitle.php,POST,id=6,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,4,,http://testphp.vulnweb.com,,mycookie=3; login=test%2Ftest,application/x-www-form-urlencoded,,,,
http://testphp.vulnweb.com/AJAX/artists.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infoartist.php?id=1,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infoartist.php?id=2,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infoartist.php?id=3,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/cart.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/cart.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/cart.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/cart.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/categories.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/logout.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/categories.php,,,,,login=test%2Ftest,,,,,
http://testhtml5.vulnweb.com/ajax/popular?offset=5,GET,,testhtml5.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","application/json, text/plain, */*",1,"en-US,en;q=0.5","gzip, deflate",http://testhtml5.vulnweb.com/,,,,,,,XMLHttpRequest,,,
http://testhtml5.vulnweb.com/ajax/popular?offset=10,GET,,testhtml5.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","application/json, text/plain, */*",1,"en-US,en;q=0.5","gzip, deflate",http://testhtml5.vulnweb.com/,,,,,,,XMLHttpRequest,,,
http://testhtml5.vulnweb.com/ajax/popular?offset=15,GET,,testhtml5.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","application/json, text/plain, */*",1,"en-US,en;q=0.5","gzip, deflate",http://testhtml5.vulnweb.com/,,,,,,,XMLHttpRequest,,,
http://testhtml5.vulnweb.com/ajax/popular?offset=20,GET,,testhtml5.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","application/json, text/plain, */*",1,"en-US,en;q=0.5","gzip, deflate",http://testhtml5.vulnweb.com/,,,,,,,XMLHttpRequest,,,
